#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6750 keV Jpi=2- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       46.42    
   1.000       46.65    
   2.000       47.31    
   3.000       48.26    
   4.000       49.31    
   5.000       50.20    
   6.000       50.70    
   7.000       50.57    
   8.000       49.65    
   9.000       47.82    
   10.00       45.10    
   11.00       41.55    
   12.00       37.34    
   13.00       32.69    
   14.00       27.88    
   15.00       23.15    
   16.00       18.77    
   17.00       14.92    
   18.00       11.74    
   19.00       9.314    
   20.00       7.629    
   21.00       6.628    
   22.00       6.208    
   23.00       6.233    
   24.00       6.555    
   25.00       7.028    
   26.00       7.523    
   27.00       7.933    
   28.00       8.182    
   29.00       8.226    
   30.00       8.051    
   31.00       7.670    
   32.00       7.115    
   33.00       6.431    
   34.00       5.672    
   35.00       4.888    
   36.00       4.127    
   37.00       3.428    
   38.00       2.819    
   39.00       2.317    
   40.00       1.928    
   41.00       1.649    
   42.00       1.470    
   43.00       1.373    
   44.00       1.340    
   45.00       1.351    
   46.00       1.385    
   47.00       1.427    
   48.00       1.463    
   49.00       1.482    
   50.00       1.481    
   51.00       1.455    
   52.00       1.407    
   53.00       1.340    
   54.00       1.258    
   55.00       1.168    
   56.00       1.075    
   57.00      0.9834    
   58.00      0.8990    
   59.00      0.8250    
   60.00      0.7632    
   61.00      0.7144    
   62.00      0.6783    
   63.00      0.6533    
   64.00      0.6373    
   65.00      0.6276    
   66.00      0.6215    
   67.00      0.6163    
   68.00      0.6095    
   69.00      0.5993    
   70.00      0.5841    
   71.00      0.5631    
   72.00      0.5360    
   73.00      0.5030    
   74.00      0.4648    
   75.00      0.4227    
   76.00      0.3780    
   77.00      0.3324    
   78.00      0.2873    
   79.00      0.2444    
   80.00      0.2050    
 END
