#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8551 keV Jpi=5- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       20.28    
   1.000       20.32    
   2.000       20.42    
   3.000       20.59    
   4.000       20.81    
   5.000       21.08    
   6.000       21.38    
   7.000       21.69    
   8.000       22.00    
   9.000       22.28    
   10.00       22.51    
   11.00       22.67    
   12.00       22.76    
   13.00       22.74    
   14.00       22.61    
   15.00       22.35    
   16.00       21.95    
   17.00       21.42    
   18.00       20.74    
   19.00       19.94    
   20.00       19.00    
   21.00       17.96    
   22.00       16.82    
   23.00       15.61    
   24.00       14.37    
   25.00       13.10    
   26.00       11.84    
   27.00       10.61    
   28.00       9.448    
   29.00       8.360    
   30.00       7.367    
   31.00       6.483    
   32.00       5.714    
   33.00       5.062    
   34.00       4.525    
   35.00       4.095    
   36.00       3.763    
   37.00       3.514    
   38.00       3.334    
   39.00       3.207    
   40.00       3.118    
   41.00       3.052    
   42.00       2.998    
   43.00       2.943    
   44.00       2.879    
   45.00       2.799    
   46.00       2.701    
   47.00       2.582    
   48.00       2.443    
   49.00       2.287    
   50.00       2.117    
   51.00       1.939    
   52.00       1.756    
   53.00       1.576    
   54.00       1.401    
   55.00       1.237    
   56.00       1.086    
   57.00      0.9519    
   58.00      0.8356    
   59.00      0.7376    
   60.00      0.6579    
   61.00      0.5953    
   62.00      0.5483    
   63.00      0.5146    
   64.00      0.4918    
   65.00      0.4775    
   66.00      0.4693    
   67.00      0.4647    
   68.00      0.4619    
   69.00      0.4591    
   70.00      0.4550    
   71.00      0.4488    
   72.00      0.4397    
   73.00      0.4276    
   74.00      0.4126    
   75.00      0.3951    
   76.00      0.3755    
   77.00      0.3548    
   78.00      0.3335    
   79.00      0.3124    
   80.00      0.2923    
 END
