#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8995 keV Jpi=1- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.726    
   1.000       4.737    
   2.000       4.771    
   3.000       4.825    
   4.000       4.897    
   5.000       4.986    
   6.000       5.086    
   7.000       5.194    
   8.000       5.303    
   9.000       5.407    
   10.00       5.499    
   11.00       5.574    
   12.00       5.626    
   13.00       5.649    
   14.00       5.640    
   15.00       5.595    
   16.00       5.512    
   17.00       5.391    
   18.00       5.230    
   19.00       5.032    
   20.00       4.798    
   21.00       4.533    
   22.00       4.242    
   23.00       3.931    
   24.00       3.607    
   25.00       3.276    
   26.00       2.948    
   27.00       2.628    
   28.00       2.324    
   29.00       2.040    
   30.00       1.782    
   31.00       1.552    
   32.00       1.352    
   33.00       1.184    
   34.00       1.047    
   35.00      0.9390    
   36.00      0.8575    
   37.00      0.7991    
   38.00      0.7601    
   39.00      0.7362    
   40.00      0.7233    
   41.00      0.7174    
   42.00      0.7149    
   43.00      0.7128    
   44.00      0.7085    
   45.00      0.7002    
   46.00      0.6868    
   47.00      0.6675    
   48.00      0.6422    
   49.00      0.6113    
   50.00      0.5755    
   51.00      0.5360    
   52.00      0.4939    
   53.00      0.4506    
   54.00      0.4072    
   55.00      0.3651    
   56.00      0.3252    
   57.00      0.2882    
   58.00      0.2547    
   59.00      0.2250    
   60.00      0.1992    
   61.00      0.1774    
   62.00      0.1592    
   63.00      0.1443    
   64.00      0.1324    
   65.00      0.1230    
   66.00      0.1156    
   67.00      0.1097    
   68.00      0.1049    
   69.00      0.1008    
   70.00      0.9698E-01
   71.00      0.9334E-01
   72.00      0.8968E-01
   73.00      0.8593E-01
   74.00      0.8207E-01
   75.00      0.7814E-01
   76.00      0.7420E-01
   77.00      0.7034E-01
   78.00      0.6666E-01
   79.00      0.6323E-01
   80.00      0.6015E-01
 END
