#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7973 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.45    
   1.000       10.49    
   2.000       10.60    
   3.000       10.78    
   4.000       11.02    
   5.000       11.31    
   6.000       11.64    
   7.000       12.01    
   8.000       12.39    
   9.000       12.78    
   10.00       13.16    
   11.00       13.51    
   12.00       13.81    
   13.00       14.04    
   14.00       14.19    
   15.00       14.24    
   16.00       14.17    
   17.00       13.99    
   18.00       13.68    
   19.00       13.25    
   20.00       12.71    
   21.00       12.06    
   22.00       11.32    
   23.00       10.51    
   24.00       9.653    
   25.00       8.761    
   26.00       7.858    
   27.00       6.966    
   28.00       6.106    
   29.00       5.298    
   30.00       4.558    
   31.00       3.900    
   32.00       3.334    
   33.00       2.863    
   34.00       2.487    
   35.00       2.200    
   36.00       1.993    
   37.00       1.853    
   38.00       1.769    
   39.00       1.727    
   40.00       1.713    
   41.00       1.716    
   42.00       1.727    
   43.00       1.736    
   44.00       1.737    
   45.00       1.724    
   46.00       1.695    
   47.00       1.647    
   48.00       1.581    
   49.00       1.498    
   50.00       1.401    
   51.00       1.293    
   52.00       1.179    
   53.00       1.062    
   54.00      0.9476    
   55.00      0.8386    
   56.00      0.7380    
   57.00      0.6479    
   58.00      0.5693    
   59.00      0.5027    
   60.00      0.4476    
   61.00      0.4033    
   62.00      0.3684    
   63.00      0.3416    
   64.00      0.3213    
   65.00      0.3061    
   66.00      0.2945    
   67.00      0.2851    
   68.00      0.2769    
   69.00      0.2691    
   70.00      0.2609    
   71.00      0.2520    
   72.00      0.2421    
   73.00      0.2313    
   74.00      0.2198    
   75.00      0.2077    
   76.00      0.1956    
   77.00      0.1838    
   78.00      0.1727    
   79.00      0.1626    
   80.00      0.1539    
 END
