#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       62.16    
   1.000       62.14    
   2.000       62.05    
   3.000       61.84    
   4.000       61.41    
   5.000       60.63    
   6.000       59.42    
   7.000       57.66    
   8.000       55.30    
   9.000       52.33    
   10.00       48.78    
   11.00       44.75    
   12.00       40.38    
   13.00       35.83    
   14.00       31.30    
   15.00       26.97    
   16.00       23.00    
   17.00       19.54    
   18.00       16.65    
   19.00       14.38    
   20.00       12.71    
   21.00       11.58    
   22.00       10.91    
   23.00       10.58    
   24.00       10.49    
   25.00       10.53    
   26.00       10.58    
   27.00       10.58    
   28.00       10.46    
   29.00       10.18    
   30.00       9.737    
   31.00       9.142    
   32.00       8.418    
   33.00       7.604    
   34.00       6.741    
   35.00       5.874    
   36.00       5.042    
   37.00       4.280    
   38.00       3.614    
   39.00       3.060    
   40.00       2.626    
   41.00       2.311    
   42.00       2.106    
   43.00       1.997    
   44.00       1.965    
   45.00       1.992    
   46.00       2.056    
   47.00       2.139    
   48.00       2.224    
   49.00       2.298    
   50.00       2.349    
   51.00       2.371    
   52.00       2.361    
   53.00       2.318    
   54.00       2.244    
   55.00       2.142    
   56.00       2.018    
   57.00       1.878    
   58.00       1.726    
   59.00       1.570    
   60.00       1.415    
   61.00       1.265    
   62.00       1.124    
   63.00      0.9939    
   64.00      0.8774    
   65.00      0.7752    
   66.00      0.6874    
   67.00      0.6134    
   68.00      0.5524    
   69.00      0.5031    
   70.00      0.4639    
   71.00      0.4334    
   72.00      0.4100    
   73.00      0.3922    
   74.00      0.3787    
   75.00      0.3683    
   76.00      0.3602    
   77.00      0.3536    
   78.00      0.3478    
   79.00      0.3424    
   80.00      0.3372    
 END
