#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8551 keV Jpi=5- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.731    
   1.000       7.741    
   2.000       7.771    
   3.000       7.818    
   4.000       7.882    
   5.000       7.959    
   6.000       8.046    
   7.000       8.140    
   8.000       8.236    
   9.000       8.330    
   10.00       8.416    
   11.00       8.487    
   12.00       8.536    
   13.00       8.558    
   14.00       8.544    
   15.00       8.490    
   16.00       8.390    
   17.00       8.242    
   18.00       8.042    
   19.00       7.789    
   20.00       7.486    
   21.00       7.135    
   22.00       6.742    
   23.00       6.313    
   24.00       5.857    
   25.00       5.383    
   26.00       4.903    
   27.00       4.427    
   28.00       3.965    
   29.00       3.527    
   30.00       3.120    
   31.00       2.750    
   32.00       2.423    
   33.00       2.141    
   34.00       1.903    
   35.00       1.708    
   36.00       1.553    
   37.00       1.434    
   38.00       1.346    
   39.00       1.282    
   40.00       1.236    
   41.00       1.204    
   42.00       1.179    
   43.00       1.158    
   44.00       1.135    
   45.00       1.109    
   46.00       1.076    
   47.00       1.037    
   48.00      0.9911    
   49.00      0.9381    
   50.00      0.8794    
   51.00      0.8166    
   52.00      0.7511    
   53.00      0.6849    
   54.00      0.6196    
   55.00      0.5566    
   56.00      0.4974    
   57.00      0.4428    
   58.00      0.3937    
   59.00      0.3503    
   60.00      0.3129    
   61.00      0.2812    
   62.00      0.2548    
   63.00      0.2334    
   64.00      0.2161    
   65.00      0.2023    
   66.00      0.1912    
   67.00      0.1821    
   68.00      0.1745    
   69.00      0.1677    
   70.00      0.1614    
   71.00      0.1553    
   72.00      0.1493    
   73.00      0.1431    
   74.00      0.1370    
   75.00      0.1308    
   76.00      0.1248    
   77.00      0.1191    
   78.00      0.1139    
   79.00      0.1092    
   80.00      0.1051    
 END
