#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8271 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       35.45    
   1.000       35.44    
   2.000       35.40    
   3.000       35.28    
   4.000       35.04    
   5.000       34.60    
   6.000       33.90    
   7.000       32.90    
   8.000       31.57    
   9.000       29.91    
   10.00       27.94    
   11.00       25.72    
   12.00       23.32    
   13.00       20.83    
   14.00       18.35    
   15.00       15.99    
   16.00       13.83    
   17.00       11.94    
   18.00       10.38    
   19.00       9.162    
   20.00       8.275    
   21.00       7.686    
   22.00       7.345    
   23.00       7.191    
   24.00       7.159    
   25.00       7.185    
   26.00       7.215    
   27.00       7.203    
   28.00       7.117    
   29.00       6.937    
   30.00       6.659    
   31.00       6.287    
   32.00       5.837    
   33.00       5.329    
   34.00       4.787    
   35.00       4.237    
   36.00       3.702    
   37.00       3.201    
   38.00       2.749    
   39.00       2.356    
   40.00       2.028    
   41.00       1.765    
   42.00       1.563    
   43.00       1.417    
   44.00       1.316    
   45.00       1.251    
   46.00       1.213    
   47.00       1.192    
   48.00       1.179    
   49.00       1.168    
   50.00       1.154    
   51.00       1.134    
   52.00       1.107    
   53.00       1.071    
   54.00       1.027    
   55.00      0.9782    
   56.00      0.9254    
   57.00      0.8713    
   58.00      0.8183    
   59.00      0.7682    
   60.00      0.7227    
   61.00      0.6829    
   62.00      0.6491    
   63.00      0.6216    
   64.00      0.6000    
   65.00      0.5836    
   66.00      0.5716    
   67.00      0.5628    
   68.00      0.5561    
   69.00      0.5501    
   70.00      0.5437    
   71.00      0.5361    
   72.00      0.5264    
   73.00      0.5142    
   74.00      0.4993    
   75.00      0.4817    
   76.00      0.4615    
   77.00      0.4390    
   78.00      0.4145    
   79.00      0.3886    
   80.00      0.3616    
 END
