#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9405 keV Jpi=2- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       27.00    
   1.000       26.93    
   2.000       26.72    
   3.000       26.35    
   4.000       25.82    
   5.000       25.11    
   6.000       24.22    
   7.000       23.15    
   8.000       21.89    
   9.000       20.46    
   10.00       18.90    
   11.00       17.24    
   12.00       15.53    
   13.00       13.83    
   14.00       12.18    
   15.00       10.65    
   16.00       9.273    
   17.00       8.079    
   18.00       7.088    
   19.00       6.302    
   20.00       5.713    
   21.00       5.300    
   22.00       5.034    
   23.00       4.880    
   24.00       4.802    
   25.00       4.765    
   26.00       4.736    
   27.00       4.690    
   28.00       4.606    
   29.00       4.473    
   30.00       4.285    
   31.00       4.045    
   32.00       3.761    
   33.00       3.443    
   34.00       3.107    
   35.00       2.767    
   36.00       2.436    
   37.00       2.127    
   38.00       1.850    
   39.00       1.612    
   40.00       1.417    
   41.00       1.266    
   42.00       1.158    
   43.00       1.088    
   44.00       1.051    
   45.00       1.041    
   46.00       1.051    
   47.00       1.073    
   48.00       1.101    
   49.00       1.129    
   50.00       1.153    
   51.00       1.167    
   52.00       1.171    
   53.00       1.163    
   54.00       1.141    
   55.00       1.108    
   56.00       1.063    
   57.00       1.009    
   58.00      0.9472    
   59.00      0.8802    
   60.00      0.8100    
   61.00      0.7387    
   62.00      0.6683    
   63.00      0.6003    
   64.00      0.5359    
   65.00      0.4764    
   66.00      0.4223    
   67.00      0.3740    
   68.00      0.3318    
   69.00      0.2957    
   70.00      0.2653    
   71.00      0.2403    
   72.00      0.2203    
   73.00      0.2047    
   74.00      0.1930    
   75.00      0.1846    
   76.00      0.1789    
   77.00      0.1753    
   78.00      0.1734    
   79.00      0.1727    
   80.00      0.1729    
 END
