#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       27.62    
   1.000       27.58    
   2.000       27.42    
   3.000       27.15    
   4.000       26.71    
   5.000       26.08    
   6.000       25.24    
   7.000       24.15    
   8.000       22.83    
   9.000       21.29    
   10.00       19.56    
   11.00       17.69    
   12.00       15.76    
   13.00       13.83    
   14.00       11.97    
   15.00       10.25    
   16.00       8.720    
   17.00       7.432    
   18.00       6.407    
   19.00       5.650    
   20.00       5.147    
   21.00       4.868    
   22.00       4.772    
   23.00       4.807    
   24.00       4.923    
   25.00       5.070    
   26.00       5.206    
   27.00       5.295    
   28.00       5.316    
   29.00       5.254    
   30.00       5.107    
   31.00       4.878    
   32.00       4.578    
   33.00       4.224    
   34.00       3.833    
   35.00       3.424    
   36.00       3.014    
   37.00       2.619    
   38.00       2.251    
   39.00       1.919    
   40.00       1.628    
   41.00       1.379    
   42.00       1.174    
   43.00       1.007    
   44.00      0.8748    
   45.00      0.7723    
   46.00      0.6938    
   47.00      0.6339    
   48.00      0.5881    
   49.00      0.5523    
   50.00      0.5236    
   51.00      0.4998    
   52.00      0.4796    
   53.00      0.4626    
   54.00      0.4486    
   55.00      0.4378    
   56.00      0.4307    
   57.00      0.4277    
   58.00      0.4289    
   59.00      0.4343    
   60.00      0.4435    
   61.00      0.4558    
   62.00      0.4705    
   63.00      0.4863    
   64.00      0.5021    
   65.00      0.5166    
   66.00      0.5285    
   67.00      0.5368    
   68.00      0.5405    
   69.00      0.5390    
   70.00      0.5318    
   71.00      0.5188    
   72.00      0.5001    
   73.00      0.4761    
   74.00      0.4475    
   75.00      0.4150    
   76.00      0.3796    
   77.00      0.3424    
   78.00      0.3044    
   79.00      0.2667    
   80.00      0.2304    
 END
