#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.4937    
   1.000      0.4926    
   2.000      0.4895    
   3.000      0.4845    
   4.000      0.4780    
   5.000      0.4704    
   6.000      0.4620    
   7.000      0.4533    
   8.000      0.4446    
   9.000      0.4361    
   10.00      0.4284    
   11.00      0.4217    
   12.00      0.4165    
   13.00      0.4133    
   14.00      0.4124    
   15.00      0.4140    
   16.00      0.4182    
   17.00      0.4249    
   18.00      0.4339    
   19.00      0.4448    
   20.00      0.4574    
   21.00      0.4711    
   22.00      0.4858    
   23.00      0.5009    
   24.00      0.5160    
   25.00      0.5306    
   26.00      0.5441    
   27.00      0.5557    
   28.00      0.5648    
   29.00      0.5709    
   30.00      0.5735    
   31.00      0.5725    
   32.00      0.5677    
   33.00      0.5593    
   34.00      0.5474    
   35.00      0.5322    
   36.00      0.5140    
   37.00      0.4930    
   38.00      0.4696    
   39.00      0.4440    
   40.00      0.4167    
   41.00      0.3882    
   42.00      0.3589    
   43.00      0.3296    
   44.00      0.3009    
   45.00      0.2732    
   46.00      0.2472    
   47.00      0.2231    
   48.00      0.2014    
   49.00      0.1820    
   50.00      0.1652    
   51.00      0.1507    
   52.00      0.1384    
   53.00      0.1282    
   54.00      0.1199    
   55.00      0.1133    
   56.00      0.1082    
   57.00      0.1044    
   58.00      0.1017    
   59.00      0.9992E-01
   60.00      0.9875E-01
   61.00      0.9799E-01
   62.00      0.9742E-01
   63.00      0.9681E-01
   64.00      0.9599E-01
   65.00      0.9482E-01
   66.00      0.9321E-01
   67.00      0.9112E-01
   68.00      0.8857E-01
   69.00      0.8562E-01
   70.00      0.8235E-01
   71.00      0.7883E-01
   72.00      0.7518E-01
   73.00      0.7145E-01
   74.00      0.6772E-01
   75.00      0.6403E-01
   76.00      0.6041E-01
   77.00      0.5691E-01
   78.00      0.5354E-01
   79.00      0.5033E-01
   80.00      0.4732E-01
 END
