#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       28.99    
   1.000       28.94    
   2.000       28.78    
   3.000       28.49    
   4.000       28.04    
   5.000       27.39    
   6.000       26.51    
   7.000       25.38    
   8.000       24.00    
   9.000       22.37    
   10.00       20.55    
   11.00       18.57    
   12.00       16.50    
   13.00       14.43    
   14.00       12.41    
   15.00       10.52    
   16.00       8.827    
   17.00       7.371    
   18.00       6.180    
   19.00       5.263    
   20.00       4.609    
   21.00       4.192    
   22.00       3.972    
   23.00       3.901    
   24.00       3.929    
   25.00       4.008    
   26.00       4.095    
   27.00       4.156    
   28.00       4.167    
   29.00       4.114    
   30.00       3.992    
   31.00       3.804    
   32.00       3.560    
   33.00       3.274    
   34.00       2.961    
   35.00       2.639    
   36.00       2.322    
   37.00       2.024    
   38.00       1.755    
   39.00       1.522    
   40.00       1.327    
   41.00       1.173    
   42.00       1.055    
   43.00      0.9699    
   44.00      0.9113    
   45.00      0.8729    
   46.00      0.8484    
   47.00      0.8323    
   48.00      0.8194    
   49.00      0.8061    
   50.00      0.7897    
   51.00      0.7684    
   52.00      0.7418    
   53.00      0.7099    
   54.00      0.6738    
   55.00      0.6348    
   56.00      0.5945    
   57.00      0.5544    
   58.00      0.5163    
   59.00      0.4811    
   60.00      0.4499    
   61.00      0.4230    
   62.00      0.4006    
   63.00      0.3822    
   64.00      0.3675    
   65.00      0.3557    
   66.00      0.3459    
   67.00      0.3372    
   68.00      0.3289    
   69.00      0.3202    
   70.00      0.3105    
   71.00      0.2992    
   72.00      0.2860    
   73.00      0.2709    
   74.00      0.2539    
   75.00      0.2352    
   76.00      0.2153    
   77.00      0.1946    
   78.00      0.1736    
   79.00      0.1531    
   80.00      0.1335    
 END
