#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7532 keV Jpi=2- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       6.319    
   1.000       6.344    
   2.000       6.419    
   3.000       6.541    
   4.000       6.706    
   5.000       6.910    
   6.000       7.147    
   7.000       7.409    
   8.000       7.689    
   9.000       7.979    
   10.00       8.268    
   11.00       8.546    
   12.00       8.800    
   13.00       9.018    
   14.00       9.186    
   15.00       9.292    
   16.00       9.324    
   17.00       9.274    
   18.00       9.136    
   19.00       8.909    
   20.00       8.595    
   21.00       8.200    
   22.00       7.731    
   23.00       7.202    
   24.00       6.626    
   25.00       6.019    
   26.00       5.396    
   27.00       4.775    
   28.00       4.171    
   29.00       3.602    
   30.00       3.079    
   31.00       2.613    
   32.00       2.212    
   33.00       1.880    
   34.00       1.615    
   35.00       1.415    
   36.00       1.273    
   37.00       1.182    
   38.00       1.131    
   39.00       1.111    
   40.00       1.112    
   41.00       1.125    
   42.00       1.142    
   43.00       1.158    
   44.00       1.166    
   45.00       1.163    
   46.00       1.147    
   47.00       1.116    
   48.00       1.072    
   49.00       1.015    
   50.00      0.9477    
   51.00      0.8729    
   52.00      0.7938    
   53.00      0.7135    
   54.00      0.6349    
   55.00      0.5607    
   56.00      0.4926    
   57.00      0.4322    
   58.00      0.3801    
   59.00      0.3365    
   60.00      0.3011    
   61.00      0.2732    
   62.00      0.2518    
   63.00      0.2359    
   64.00      0.2242    
   65.00      0.2157    
   66.00      0.2093    
   67.00      0.2040    
   68.00      0.1991    
   69.00      0.1940    
   70.00      0.1883    
   71.00      0.1818    
   72.00      0.1744    
   73.00      0.1662    
   74.00      0.1574    
   75.00      0.1483    
   76.00      0.1392    
   77.00      0.1304    
   78.00      0.1223    
   79.00      0.1149    
   80.00      0.1086    
 END
