#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 5614 keV Jpi=4- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.690    
   1.000       4.721    
   2.000       4.815    
   3.000       4.971    
   4.000       5.187    
   5.000       5.462    
   6.000       5.794    
   7.000       6.180    
   8.000       6.620    
   9.000       7.108    
   10.00       7.641    
   11.00       8.207    
   12.00       8.796    
   13.00       9.389    
   14.00       9.964    
   15.00       10.50    
   16.00       10.95    
   17.00       11.32    
   18.00       11.55    
   19.00       11.64    
   20.00       11.56    
   21.00       11.31    
   22.00       10.90    
   23.00       10.33    
   24.00       9.617    
   25.00       8.798    
   26.00       7.900    
   27.00       6.961    
   28.00       6.017    
   29.00       5.104    
   30.00       4.252    
   31.00       3.487    
   32.00       2.828    
   33.00       2.287    
   34.00       1.865    
   35.00       1.560    
   36.00       1.361    
   37.00       1.255    
   38.00       1.223    
   39.00       1.247    
   40.00       1.307    
   41.00       1.386    
   42.00       1.467    
   43.00       1.537    
   44.00       1.588    
   45.00       1.611    
   46.00       1.605    
   47.00       1.568    
   48.00       1.505    
   49.00       1.418    
   50.00       1.314    
   51.00       1.199    
   52.00       1.080    
   53.00      0.9615    
   54.00      0.8492    
   55.00      0.7468    
   56.00      0.6572    
   57.00      0.5818    
   58.00      0.5210    
   59.00      0.4742    
   60.00      0.4401    
   61.00      0.4167    
   62.00      0.4017    
   63.00      0.3928    
   64.00      0.3877    
   65.00      0.3843    
   66.00      0.3807    
   67.00      0.3756    
   68.00      0.3682    
   69.00      0.3579    
   70.00      0.3446    
   71.00      0.3287    
   72.00      0.3106    
   73.00      0.2910    
   74.00      0.2707    
   75.00      0.2505    
   76.00      0.2312    
   77.00      0.2134    
   78.00      0.1977    
   79.00      0.1843    
   80.00      0.1735    
 END
